title,artist
Honda Civic,The Cratez
Ours (Taylor’s Version),Taylor Swift
Don't Quit,DJ Khaled
COZY,Beyoncé
Emotions,Ufo361
Gonna Love Ya,Avicii
FRIENDS,J. Cole
CORALINE,Måneskin
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,Lana Del Rey
BROWN SKIN GIRL,Beyoncé
FEEL ME??,Trueno
Wasn't Expecting That,Jamie Lawson
dangerous,21 Savage
F*ck Up Some Commas,Future
Midnight,Logic
La noia,Angelina Mango
Life Is Good,Future
3AM on Glenwood,21 Savage
Still Life,BIGBANG
Sucker for You,Matt Terry
LEMONHEAD,"Tyler, The Creator"
Cherry,Harry Styles
The Remorse,Drake
X,Jonas Brothers
I don’t let go,XXXTENTACION
Unfollow,Duki
VVS,Peso Pluma
She's Mine Pt. 2,J. Cole
Chemtrails Over The Country Club,Lana Del Rey
NEURON,j-hope
Claustrophobic,Future
Wolves,Kanye West
ANTES QUE SE ACABE,Bad Bunny
Snake Eyes,Mumford & Sons
2 Heads,Coleman Hell
closure,Taylor Swift
PROTECTOR,Beyoncé
Tightrope,Michelle Williams
Gang Gang,Migos
HOODRAT,¥$
Pass auf wen du liebst,Ufo361
Hands On,Kanye West
L$D,A$AP Rocky
Choker,Twenty One Pilots
All Eyes On Me,JISOO
Shots,Lil Tecca
Down In Atlanta,Pharrell Williams
Donda,Kanye West
Hard Work Pays Off,Future
Save Me,LISTENBEE
All Eyes On Me,Bo Burnham
untitled 02 | 06.23.2014.,Kendrick Lamar
Never Go Back,Dennis Lloyd
SORRY PAPI,Bad Bunny
Everything Has Changed,Taylor Swift
One Last Song,Sam Smith
The Way Life Goes,Lil Uzi Vert
Thotiana,Blueface
I Am,Jorja Smith
Take Your Time,Sam Hunt
Airplane pt.2,BTS
Curtains,Ed Sheeran
Wunder,AYLIVA
"ALONE, PART 3",XXXTENTACION
MY HOUSE,Beyoncé
Savior - Interlude,Kendrick Lamar
Forever,Noah Kahan
Jenny,Studio Killers
Remember (and David Guetta),Becky Hill
120,Bad Bunny
Fuckst mich nur ab,Bonez MC
YOSHI,MACHETE
Thinkin Bout You,Frank Ocean
Once an Addict - Interlude,J. Cole
six thirty,Ariana Grande
ABALO EMOCIONAL - Ao Vivo,Luan Santana
Keep My Spirit Alive,Kanye West
Untouchable,Eminem
Jesus Lord,Kanye West
TOMBOY,(G)I-DLE
Verleden Tijd,Frenna
Hero,Family of the Year
Spotless,Zach Bryan
Wildest Dreams,Taylor Swift
Pretty Girls,Britney Spears
DNA,KC Rebell
Smoking on my Ex Pack,SZA
Premonition - Intro,Eminem
Unterwegs,Apache 207
Rim Tim Tagi Dim,Baby Lasagna
The Last Time,Taylor Swift
Dial Drunk,Noah Kahan
Preach,Drake
Stay Stay Stay (Taylor's Version),Taylor Swift
Boys & Girls,will.i.am
Intro,Drake
SAY MY GRACE,Offset
TRELLAS,Bad Bunny
Freedom,Kygo
c l o s e,J. Cole
Wanted,OneRepublic
Christmas Time Is Here - Vocal - Album Version,Vince Guaraldi Trio
Jetzt rufst du an,Loredana
Djomb,Bosh
Mirror,Kendrick Lamar
Perna Bamba,Parangolé
Shotta Flow 5,NLE Choppa
El Incomprendido,Farruko
GIANTS,True Damage
I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin
WACHA,KHEA
A Tale By Quincy,The Weeknd
Lady Killers II (Christoph Andersson Remix),G-Eazy
Endless Fashion,Lil Uzi Vert
What I've Done,Linkin Park
Ain’t That Some,Morgan Wallen
Go Legend (& Metro Boomin),Big Sean
FANCY,TWICE
Ghostbusters,Ray Parker Jr.
Angel Pt. 2,JVKE
,Dj Ozuna
Love Tonight - David Guetta Remix Edit,Shouse
Alocao (With Bad Gyal),Omar Montes
Don’t Break My Heart,The Weeknd
Affalterbach,Shindy
Get Up,NewJeans
One Night Stand,Capital Bra
She Knows This,Kid Cudi
DOLLA SIGN SLIME,Lil Nas X
Machine,Imagine Dragons
D4L,Future
Livin It Up,Young Thug
Faz Amor Comigo Só Hoje - Ao Vivo,Israel & Rodolffo
Linda,Tokischa
Love Me More,Trippie Redd
Best Friend,Young Thug
POP,Lil Uzi Vert
The Very First Night (Taylor's Version) (From The Vault),Taylor Swift
Together,CAZZETTE
Skin and Bones,David Kushner
Molhando o Volante,Jorge & Mateus
CLOSE,Rae Sremmurd
Amor ou o Litrão,Petter Ferraz
911,Lady Gaga
Magic Don Juan (Princess Diana),Future
Bored To Death,blink-182
Sarah's Place,Zach Bryan
Away From Home,Drake
Believe,Eminem
Conceited,SZA
Diamonds,Summer Cem
SUPREME - L'ego,Marracash
Celebration Station,Lil Uzi Vert
Runnin Outta Time,Future
Aye,Lil Uzi Vert
La Formula,De La Ghetto
Last Memory,Takeoff
PROBLEMATIC,¥$
Alice,Lady Gaga
Agua de Jamaica,Maluma
Dial Drunk,Noah Kahan
Why You Always Hatin?,YG
Demons,Doja Cat
Saxofuckingfon,Samir & Viktor
Please Tell Rosie,Alle Farben
IGOR'S THEME,"Tyler, The Creator"
Bom Bidi Bom,Nick Jonas
Take Me Home,Jess Glynne
Maghreb Gang,Farid Bang
ALLIIGATOR TEARS,Beyoncé
HOPE,NF
Slow Dancing (Piano Ver.),V
Mekanın Sahibi,Norm Ender
Oh U Went,Young Thug
Dark Side Of The Moon,Lil Wayne
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Metro Boomin
We Are The People,Martin Garrix
KANGA,6ix9ine
Never Enough,One Direction
Mother I Sober,Kendrick Lamar
Overdrive,Drake
Mariners Apartment Complex,Lana Del Rey
MY ROSE,Beyoncé
GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz
TUS GAFITAS,KAROL G
Carolina,Harry Styles
Lift Yourself,Kanye West
Bad Things,mgk
Strangers,Halsey
YAYA,6ix9ine
East Side of Sorrow,Zach Bryan
Live From The Gutter,Drake
Toy en el Mic,Bizarrap
Deja vu,Prince Royce
Losers,The Weeknd
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs
Babe (Taylor's Version) (From The Vault),Taylor Swift
I Can See,Mac Miller
TYRANT,Beyoncé
Say It First,Sam Smith
Repeat After Me (Interlude),The Weeknd
Doctor (Work It Out),Pharrell Williams
New Again,Kanye West
SMOKE HOUR ★ WILLIE NELSON,Beyoncé
Love You Different,Justin Bieber
I Think I'm In Love,Kat Dahlia
Louder than bombs,BTS
H.Y.B.,J. Cole
Basta Você Me Ligar,Os Barões Da Pisadinha
Words,Daya
Zero,Imagine Dragons
UGH!,BTS
Wrapped Around Your Finger,Post Malone
Now & Forever,Drake
Bigger Than Life,Lil Uzi Vert
Superman (Taylor’s Version),Taylor Swift
What Makes You Beautiful,One Direction
I Got U,Duke Dumont
Patek Water,Future
Mon amour,Slimane
Supergirl,Anna Naklab
Insomnia,Daya
Supplies,Justin Timberlake
Growing Pains,Alessia Cara
Anpanman,BTS
Mi Debilidad,Maria Becerra
La Cintura,Alvaro Soler
Blue,V
Everything I Love,Morgan Wallen
Old Town Road,Lil Nas X
Suicide Doors,Lil Uzi Vert
Feel The Fiyaaaah,Metro Boomin
Time Flies,Drake
HOT WIND BLOWS,"Tyler, The Creator"
White Christmas,Bing Crosby
Holy Ground (Taylor's Version),Taylor Swift
Golden,Travie McCoy
SUPEREROI,Mr.Rain
For Us,V
Danza Kuduro - Cover,MUSIC LAB JPN
Venetia,Lil Uzi Vert
My Nigga,YG
Puntería,Shakira
Eiskalt,Loredana
should've wore a bonnet,21 Savage
She,Harry Styles
Für Euch alle,Bushido
Begin Again (Taylor's Version),Taylor Swift
prove it,21 Savage
Fried (She a Vibe),Future
No soy Eterno,Bizarrap
Back for More,TOMORROW X TOGETHER
Jangueo,Anuel AA
Lemon Tree,Post Malone
Fearless (Taylor’s Version),Taylor Swift
Tourniquet,Zach Bryan
Give No Fxk,Migos
Are You Entertained,Russ
Reputation,Post Malone
JUST FOR FUN,Beyoncé
Too Late,SZA
Casa Mia,Ghali
Bongos,Cardi B
Desires,Drake
444+222,Lil Uzi Vert
Cupido,Sfera Ebbasta
RIIVERDANCE,Beyoncé
X,Lil Uzi Vert
Up,NAV
Every Angel is Terrifying,The Weeknd
DEAD RIGHT NOW,Lil Nas X
Anxiety,Julia Michaels
Wasting Angels,Post Malone
One Man Can Change The World,Big Sean
Shameless,The Weeknd
Veneno,Anitta
A BOY IS A GUN,"Tyler, The Creator"
what are you so afraid of,XXXTENTACION
Have Yourself a Merry Little Christmas,Michael Bublé
You Better Move,Lil Uzi Vert
Come Around Me,Justin Bieber
Move Your Body - Alan Walker Remix,Sia
Hand Me Downs,Mac Miller
CORSO,"Tyler, The Creator"
To Be So Lonely,Harry Styles
No Regrets,Eminem
Parado no Bailão,MC L da Vinte
Due Vite,Marco Mengoni
Bebe,Ozuna
Train food,XXXTENTACION
SPIRIT,Beyoncé
Complicated,Mac Miller
Stuck On a Feeling,Prince Royce
Mas Altas Que Bajadas,Natanael Cano
Ride Out,Kid Ink
Feline,Juice WRLD
One Minute,XXXTENTACION
love language,Ariana Grande
BIPOLAR,Peso Pluma
west side,Ariana Grande
Northern Attitude,Noah Kahan
Deja Que Te Bese,Alejandro Sanz
Love On,Selena Gomez
Oye,TINI
Bad Company,A$AP Rocky
00:00 (Zero O’Clock),BTS
Soon You’ll Get Better,Taylor Swift
Can't Stop Dancin',Becky G
Tiryakinim,Bayhan
Kiss Me,Olly Murs
Pure Cocaine,Lil Baby
Jesus Is Lord,Kanye West
Polar Opposites,Drake
Lock It Up,Eminem
Real Shit,Juice WRLD
RoCKSTAR 2.0,Duki
Jail pt 2,Kanye West
Not You Too,Drake
Young And Beautiful,Lana Del Rey
Narcos,Anuel AA
Free Woman,Lady Gaga
Por Eso Vine,Paulo Londra
Far,SZA
Marsh,Eminem
Lose My Breath,Stray Kids
Happy Holiday / The Holiday Season,Andy Williams
You & Me (Coachella ver.),JENNIE
In My Room,Frank Ocean
Feeling Like The End,Joji
Face-off,Jimin
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift
Lord I Need You,Kanye West
I Wrote The Book,Morgan Wallen
APA,Mora
TRUSTFALL,P!nk
Walking The Wire,Imagine Dragons
Temporary Fix,One Direction
Overtime,Zach Bryan
Faithful,Drake
Girls Talk Boys,5 Seconds of Summer
Hurts 2B Human,P!nk
LUCES DE TECNO,Feid
Stepdad,Eminem
Entertainer,ZAYN
Fear and Friday's,Zach Bryan
SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator"
"Sunflower, Vol. 6",Harry Styles
Until I Bleed Out,The Weeknd
Rich Nigga Shit,21 Savage
Penhasco2,Luísa Sonza
BBL Love - Interlude,Drake
712PM,Future
Habitual,Justin Bieber
Waste A Moment,Kings of Leon
THE BOX MEDLEY FUNK 2,THE BOX
BeFoUr,ZAYN
Monster Mash,"Bobby ""Boris"" Pickett & The Crypt-Kickers"
Halley's Comet,Billie Eilish
red sky,21 Savage
FLAMENCO,Beyoncé
Everyday Hustle,Future
On The Radar Freestyle,Drake
I Cannot Be (A Sadder Song),Post Malone
Saturnz Barz,Gorillaz
Bloody Waters,Ab-Soul
WHAT'S GOOD,"Tyler, The Creator"
VIRGO'S GROOVE,Beyoncé
BONNIE & CLYDE,Loredana
Labios Mordidos,Kali Uchis
Intro,J. Cole
Bean (Kobe),Lil Uzi Vert
2 On,Tinashe
Prospect (ft. Lil Baby),iann dior
Sparks,Hilary Duff
Screw The World - Interlude,Drake
Feedback,Kanye West
Aim For The Moon,Pop Smoke
All Around Me,Justin Bieber
Famous,Lil Wayne
POCPOC,PEDRO SAMPAIO
The Lucky One (Taylor's Version),Taylor Swift
Shotta Flow,NLE Choppa
Get It Sexyy,Sexyy Red
Huntin’ Wabbitz,J. Cole
Norman fucking Rockwell,Lana Del Rey
Sad Beautiful Tragic (Taylor's Version),Taylor Swift
Rockstar In His Prime,Juice WRLD
Fire,KIDS SEE GHOSTS
Rose Colored Lenses,Miley Cyrus
VAMPIROS,ROSALÍA
Back To Black,Amy Winehouse
Put It All on Me,Ed Sheeran
Lovefool,twocolors
Another Day Of Sun,La La Land Cast
Come Back...Be Here (Taylor's Version),Taylor Swift
Somebody,Justin Bieber
Don't Shut Me Down,ABBA
Daechwita,Agust D
Another Day,Kid Cudi
Lock On Me,Metro Boomin
Next To Me,Imagine Dragons
BRABA,Luísa Sonza
MONTAGEM - PAREDE,SAMUKA
SIR BAUDELAIRE,"Tyler, The Creator"
I Want to Write You a Song,One Direction
Tap,NAV
Summer Bummer,Lana Del Rey
Tell The Vision,Pop Smoke
J CHRIST,Lil Nas X
Something Real,Post Malone
Love The Way You Lie,Eminem
Home With You,Madison Beer
Feels,Ed Sheeran
Agora é Tudo Meu,DENNIS
Friends,BTS
Donda Chant,Kanye West
You Can Cry,Marshmello
Come to Life,Kanye West
Views,Drake
Heart On Ice,Rod Wave
SI SABE FERXXO,Blessd
Man Made A Bar,Morgan Wallen
Date La Vuelta,Luis Fonsi
Star67,Drake
Where Do Broken Hearts Go,One Direction
Johnny G (The Guidetti Song),Badpojken
Kiwi,Harry Styles
You Be Love,Avicii
Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS
The Moment I Knew (Taylor's Version),Taylor Swift
Summertime's Close,Zach Bryan
Intro : Persona,BTS
Tu No,Irama
Starlight (Taylor's Version),Taylor Swift
TALES OF DOMINICA,Lil Nas X
Pricey,J. Cole
Yah Yah,Eminem
Love You Anyway,Luke Combs
Used To,Drake
Dope Niggaz,Lil Wayne
One More Light,Linkin Park
Many Men,21 Savage
Snooze (Acoustic),SZA
STARING AT THE SKY,XXXTENTACION
La Cama - Remix,Lunay
Celebrate,DJ Khaled
Ett sista glas,Miriam Bryant
Caro,Bad Bunny
Tie That Binds,Drake
Love No More,Loud Luxury
PLASTIC OFF THE SOFA,Beyoncé
Gnat,Eminem
No Peace,Sam Smith
GOLDWING,Billie Eilish
All The Money,Metro Boomin
Deja Vu,TOMORROW X TOGETHER
Down Hill,Drake
Trouble,Iggy Azalea
HAPPY,NF
Un Cigarrillo,Chencho Corleone
DJ Got Us Fallin' In Love,USHER
Insane,Post Malone
First Times,Ed Sheeran
I Don't Wanna Do This Anymore,XXXTENTACION
raindrops (an angel cried),Ariana Grande
We are Bulletproof : the Eternal,BTS
just like me,21 Savage
letter to my brudda,21 Savage
3D (Alternate Ver.),Jung Kook
Last Time I Saw You,Nicki Minaj
Ticking,Zach Bryan
II HANDS II HEAVEN,Beyoncé
"Baby, I'm Jealous",Bebe Rexha
My Boo,USHER
Rent Money,Future
Two Ghosts,Harry Styles
Anxiety - Intro,Juice WRLD
PUPPET,"Tyler, The Creator"
44 BullDog,Pop Smoke
Standard,KITSCHKRIEG
Before The Day Is Over,Joji
No Love,Summer Walker
"I am not a woman, I'm a god",Halsey
Wild Eyes,Broiler
Humility,Gorillaz
All Night,RAF Camora
Skit,BTS
Yessirskiii,Lil Uzi Vert
Landed,Drake
Daylight,Taylor Swift
Liability,Drake
Redemption,Zacari
Never Love Again,Eminem
Woods,Mac Miller
Alone,Jimin
Inner Child,BTS
Mahiye Jinna Sohna,Darshan Raval
When To Say When,Drake
Do You Hear What I Hear? - Remastered 2006,Bing Crosby
Open Letter,Lil Wayne
Lion King On Ice,J. Cole
Deep Pockets,Drake
1000 Nights,Ed Sheeran
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",Metro Boomin
Farewell,Eminem
ONE OF ME,Lil Nas X
Wolves,One Direction
Blast Off,Bruno Mars
100 MESSAGGI,Lazza
Slidin,21 Savage
So Good,Halsey
Face 2 Face,Juice WRLD
What Now,Rihanna
Male Fantasy,Billie Eilish
So wie du bist,MoTrip
Chrome Heart Tags,Lil Uzi Vert
MASSA,"Tyler, The Creator"
I Know - PR1SVX Edit,Kanii
TELÉFONO,Aitana
California Breeze,Lil Baby
LOST IN THE CITADEL,Lil Nas X
CASE 143,Stray Kids
Four Out Of Five,Arctic Monkeys
DEMBOW BÉLICO,Tito Double P
La Modelo,Lean Trap
Late To Da Party,Lil Nas X
’98 Braves,Morgan Wallen
Light My Body Up,David Guetta
Lovin' So Hard,Becky G
COFFEE BEAN,Travis Scott
Everybody,Mac Miller
Emperor's New Clothes,Panic! At The Disco
difference (interlude),XXXTENTACION
Pacas De Billetes,Natanael Cano
Muevelo,Sofía Reyes
Look Alive,Rae Sremmurd
Cool,Dua Lipa
Hard 2 Face Reality,Poo Bear
6 Man,Drake
Coração de Gelo,WIU
Second Emotion,Justin Bieber
Thru These Tears,LANY
Future Nostalgia,Dua Lipa
HEATED,Beyoncé
Fine Line,Harry Styles
$AD BOYZ II,Junior H
Clouded,Brent Faiyaz
Get Low,Dillon Francis
DOMINGO DE BOTE,Mora
Rap Saved Me,21 Savage
Stefania (Kalush Orchestra),KALUSH
Magic In The Hamptons,Social House
Evil Ways,Drake
Where Have You Been,Rihanna
Alfred - Interlude,Eminem
Like Home,Eminem
Ocean Drive,Duke Dumont
LA BABY,Tainy
Ali Cabbar,Emir Can İğrek
Pineapple,Ty Dolla $ign
A-YO,Lady Gaga
Designer,Lil Pump
Blame It on Me,George Ezra
"GONE, GONE / THANK YOU","Tyler, The Creator"
Who Dat Boy,"Tyler, The Creator"
lo que hay x aquí,Rels B
Dancing Queen,ABBA
Black Summer,Red Hot Chili Peppers
You Wouldn't Understand,Juice WRLD
durag activity,Baby Keem
Andromeda,Gorillaz
Teach Me How To Love,Shawn Mendes
Danger (Spider) (Offset & JID),Offset
Mercedes Tintia,Anuel AA
No Hay Nadie Más,Sebastian Yatra
I'm The Plug,Drake
RUNITUP,"Tyler, The Creator"
Thousand Miles,Miley Cyrus
Lust,Lil Skies
Glue Song,beabadoobee
Black SpiderMan,Logic
Little Engine,Eminem
MOVE,Beyoncé
Der Bratan bleibt der gleiche,Capital Bra
Fun Tonight,Lady Gaga
Numb,21 Savage
Younger Now,Miley Cyrus
Sometimes,Juice WRLD
Oi Balde - Ao Vivo,Zé Neto & Cristiano
Gold Slugs,DJ Khaled
Way To Break My Heart,Ed Sheeran
Barbie Girl,Aqua
Astronaut,Sido
Girl At Home (Taylor's Version),Taylor Swift
Kids See Ghosts,KIDS SEE GHOSTS
Tell The Vision,Kanye West
Rumble,Skrillex
Mele Kalikimaka - Single Version,Bing Crosby
Wild Flower,RM
HONEY (ARE U COMING?),Måneskin
Omertà,Drake
Fifteen (Taylor’s Version),Taylor Swift
Moon,BTS
Don't ever say love me,Colde
Matt Hardy 999,Trippie Redd
CARNAL,Peso Pluma
P power,Gunna
Remind Me,Eminem
MEGAVERSE,Stray Kids
Bust Me,Lil Uzi Vert
KEEP IT BURNIN,Future
War,Drake
I'M DAT N****,Future
Anuel AA: Bzrp Music Session: Vol. 46,Bizarrap
successful,Ariana Grande
Boys Of Faith,Zach Bryan
Treat People With Kindness,Harry Styles
Holy Roller,Zach Bryan
Puta Mexicana,DJ Jeeh FDC
Fourth Of July,Fall Out Boy
Guts Over Fear,Eminem
It’s Nice To Have A Friend,Taylor Swift
Cudi Montage,KIDS SEE GHOSTS
Outta Time,Bryson Tiller
BESTIES,KAROL G
THIQUE,Beyoncé
Ski,Young Stoner Life
Bande organisée,13 Organisé
The Way I Loved You (Taylor’s Version),Taylor Swift
ID - Ultra Music Festival Anthem,Kygo
Sine From Above,Lady Gaga
Love/Hate Letter To Alcohol,Post Malone
Daqui pra Sempre,Manu
Lapada Dela - Ao Vivo,Grupo Menos É Mais
I Don't Want Your Money,Ed Sheeran
BEAUTIFUL,DJ Khaled
Something New,Axwell /\ Ingrosso
IL BENE NEL MALE,Madame
Enigma,Lady Gaga
Rockin' Around the Christmas Tree - Rerecorded Version,Brenda Lee
GATTI,JACKBOYS
Perfect,Logic
Born With A Beer In My Hand,Morgan Wallen
Fly As Me,Bruno Mars
AMYGDALA,Agust D
"Yeah, I Said It",Rihanna
Con La Brisa,Foudeqush
Rover,KAI
Mr. Solo Dolo III,Kid Cudi
Mood Ring,Lorde
Big For Your Boots,Stormzy
MAÑANA SERÁ BONITO,KAROL G
AM I DREAMING,Lil Nas X
Phantom Regret by Jim,The Weeknd
Mamita,CNCO
KNIGHT CRAWLER,Trippie Redd
Still Life,RM
Rivers,Thomas Jack
Under The Sun,Dreamville
Devil Don’t Know,Morgan Wallen
Flexicution,Logic
Rosa,J Balvin
untitled 03 | 05.28.2013.,Kendrick Lamar
El Pañuelo,Romeo Santos
Best Of Me,BTS
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes
Vulnerable,Selena Gomez
After Last Night,Bruno Mars
Dive,Kid Cudi
Diamonds Dancing,Young Stoner Life
Gris,J Balvin
S&M,Rihanna
NIGHT RIDER,Joji
Don't Stop The Music,Rihanna
Bird Set Free,Sia
Running Over,Justin Bieber
chaotic,Tate McRae
Replay,Lady Gaga
Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey
The Climb Back,J. Cole
Tides,Ed Sheeran
Available,Justin Bieber
Watercolor Eyes,Lana Del Rey
GUCCI LOS PAÑOS,KAROL G
Gecko (Overdrive),Oliver Heldens
I Can't Stop Drinking About You,Bebe Rexha
Nikes,Frank Ocean
Only Wanna Be With You - Pokémon 25 Version,Post Malone
Plastic Doll,Lady Gaga
Butter (Instrumental),BTS
Sacrifices,Big Sean
Paradise,Coldplay
Vertigo,Khalid
Distraction,Polo G
Run Me Dry,Bryson Tiller
better off,Ariana Grande
Canyon Moon,Harry Styles
Tinnitus (Wanna be a rock),TOMORROW X TOGETHER
Plastic Bag,Drake
Live Off My Closet,Lil Baby
Ok Ok pt 2,Kanye West
Indica Badu,Logic
Dance Again,Selena Gomez
Ascension,Gorillaz
Hey Stephen (Taylor’s Version),Taylor Swift
thought i was playing,Gunna
Rush Hour (Feat. j-hope of BTS),Crush
Woo Baby,Pop Smoke
Better Believe,Belly
Doom,Juice WRLD
PURE/HONEY,Beyoncé
Hats Off,Lil Baby
blazed,Ariana Grande
Victorious,Panic! At The Disco
Jefe,Ninho
Creature,Pop Smoke
Naughty List,Liam Payne
1AM FREESTYLE,Joji
Drankin N Smokin,Future
make up sex,mgk
Dissolve,Joji
Baby,Sfera Ebbasta
Bad Luck,Khalid
Overdue,Metro Boomin
Racks on Racks,Lil Pump
Problems,Lil Wayne
Veleno 7,Gemitaiz
Faded,ZHU
From Florida With Love,Drake
Flocky Flocky,Don Toliver
This Is What It Feels Like,Armin van Buuren
Call Casting,Migos
Fake,Lauv
Not Enough,Juice WRLD
DONT WANT IT,Lil Nas X
Peaches (from The Super Mario Bros. Movie),Jack Black
Madonna,Drake
Oh Santa!,Mariah Carey
911 / Mr. Lonely,"Tyler, The Creator"
Sex With Me,Rihanna
OverHeated,Billie Eilish
Gold - Thomas Jack Radio Edit,Gabriel Rios
Breathe Deeper,Tame Impala
Chromatica II,Lady Gaga
sHe,ZAYN
Bad Husband,Eminem
No Se Va,Grupo Frontera
Heaven On Earth,Kid Cudi
I Will,Eminem
Yea Yea,Pop Smoke
Huracan,Samra
Billete Grande (En Vivo),Fuerza Regida
MoshPit,Kodak Black
State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift
On Me,Meek Mill
PICK UP,DaBaby
I Still Have Faith In You,ABBA
SI ELLA SALE,Bad Bunny
Secure The Bag,Lil Uzi Vert
Still Learning,Halsey
Reminder - Remix,The Weeknd
Hall of Fame,The Script
Little Talks,Of Monsters and Men
White Horse (Taylor’s Version),Taylor Swift
El Taxi - Original Version,Pitbull
Born Again,Rihanna
All Night,Steve Aoki
FLIP THE SWITCH,Quavo
get well soon,Ariana Grande
Babylon,Lady Gaga
Black Hearted,Polo G
MANIFESTO,"Tyler, The Creator"
Star Treatment,Arctic Monkeys
Bye Bye,CRO
Surf,Mac Miller
Mbappe,Eladio Carrion
Attention,Omah Lay
Peace & Love,Charlie Charles
Supastars,Migos
Ew,Joji
Voilà,Barbara Pravi
GOD DID,DJ Khaled
Right On,Lil Baby
Slay3r,Playboi Carti
Erase Your Social,Lil Uzi Vert
Losses,Drake
It's Beginning To Look Like Christmas,Bing Crosby
VACATION,Tyga
Botadinha Saliente,MC Rogerinho
UN PESO,J Balvin
Met Gala,Gucci Mane
Hey Angel,One Direction
Bohemian Rhapsody,Panic! At The Disco
Hey Ya! - Radio Mix / Club Mix,Outkast
Ladders,Mac Miller
Sad People,Kid Cudi
Changes,Justin Bieber
The Foundations of Decay,My Chemical Romance
Outro : Ego,BTS
Don't Think Jesus,Morgan Wallen
Hittas,Lil Wayne
We Made It,t-low
Put On A Smile,Bruno Mars
Go Hard,Juice WRLD
Way Down We Go,KALEO
Higher,DJ Khaled
KEIN SCHLAF,Nimo
That's Hilarious,Charlie Puth
Everybody Dies,Billie Eilish
Good In Bed,Dua Lipa
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5
Boys Don't Cry,Anitta
Electric Body,A$AP Rocky
Rich MF,Trippie Redd
Damaged,Kid Cudi
untitled 07 | 2014 - 2016,Kendrick Lamar
Ovunque Sarai,Irama
Wassup,Logic
CALENTÓN,Mora
Jerry Sprunger,Tory Lanez
Pull Up N Wreck (With Metro Boomin),Big Sean
Wasting Time ( feat. Drake ),Brent Faiyaz
Reply,A Boogie Wit da Hoodie
The Race,22 Savage
Agudo Mágico 3,MC K.K
Big Body Benz,Bonez MC
Back Up,DeJ Loaf
Ring,Selena Gomez
Love on the Weekend,John Mayer
Harami,Samra
Juice WRLD Speaks From Heaven - Outro,Juice WRLD
From The D 2 The LBC,Eminem
Black Barbies,Nicki Minaj
Anyone,Demi Lovato
Confessions of a Dangerous Mind,Logic
Shape of You - Stormzy Remix,Ed Sheeran
Ronan (Taylor's Version),Taylor Swift
Interlude : Shadow,BTS
Blinding Lights,The Weeknd
Negro,J Balvin
Bussin,Nicki Minaj
Lose,KSI
ALL UP IN YOUR MIND,Beyoncé
COOLER THAN A BITCH,Gunna
"The Man, The Myth, The Legend - Interlude",Juice WRLD
Chromatica I,Lady Gaga
Saturday,Twenty One Pilots
No More,Metro Boomin
Junya pt 2,Kanye West
Enjoy Yourself,Pop Smoke
range brothers,Baby Keem
Some Way,NAV
AMERICA HAS A PROBLEM,Beyoncé
Cardigan,Don Toliver
Say You Love Me,Jessie Ware
Right Back,Khalid
Adore You,Miley Cyrus
Not My Responsibility,Billie Eilish
ON OFF,Shirin David
Seven Million,Lil Uzi Vert
Forever & Always (Taylor’s Version),Taylor Swift
EDGING,blink-182
Yikes,Nicki Minaj
HOT DEMON B!TCHES NEAR U ! ! !,CORPSE
Commercial,Lil Baby
Heroes - 1999 Remastered Version,David Bowie
ARE WE STILL FRIENDS?,"Tyler, The Creator"
What Is Love 2016,Lost Frequencies
Intoxicated,Martin Solveig
Confirmation,Justin Bieber
White Sand,Migos
Open Safe,Lil Wayne
In Your Eyes,The Weeknd
Yuck,Logic
Breathe,Taylor Swift
ay!,mgk
AUTOMÁTICO,Maria Becerra
Pure Grinding,Avicii
Crowded Room,Selena Gomez
Partition,Beyoncé
That's On Me,Mac Miller
Long Way Down,One Direction
borderline,Ariana Grande
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator"
$$$ - with Matt Ox,XXXTENTACION
Last Train Home,John Mayer
Dámelo To’,Selena Gomez
Chains,Nick Jonas
Uptown Vibes,Meek Mill
Lost,Maroon 5
Eyes Closed,Halsey
Just Look Up (From Don’t Look Up),Ariana Grande
SUVs (Black on Black),Jack Harlow
I Ain’t Quite Where I Think I Am,Arctic Monkeys
Salir Con Vida,Morat
∞ LOVE,Marracash
WUNNA,Gunna
Tragic Endings,Eminem
Boot,Apache 207
Respect,BTS
All I Want (For Christmas),Liam Payne
