title,author
The Summer We Crossed Europe in the Rain: Lyrics for Stacey Kent,Kazuo Ishiguro
Foul Lady Fortune,Chloe Gong
Revelator,Daryl Gregory
The Glass House,Eve  Chase
Most Likely,Sarah  Watson
Katheryn Howard: the Scandalous Queen,Alison Weir
Δανδής και ονειροπόλος,Υπερρεαλιστική Ομάδα Θεσσαλονίκης
Execution in E,Alexia Gordon
The Making of a Highlander,Elisa Braden
Intimations,Zadie Smith
In Sensorium: Notes for My People,Tanaïs
The Liar's Dictionary,Eley Williams
City of Shattered Light,Claire Winn
The Maiden of All Our Desires,Peter Manseau
The Duke Who Didn't,Courtney Milan
The Matchmaker's Gift,Lynda Cohen Loigman
Two Wrongs Make a Right,Chloe Liese
Last Chance Books,Kelsey Rodkey
Becoming Muhammad Ali,James Patterson
More Myself: A Journey,Alicia Keys
All Hallows,Christopher Golden
Hello Beautiful,Ann Napolitano
The Creative Act: A Way of Being,Rick Rubin
Never Finished: Unshackle Your Mind and Win the War Within,David Goggins
Kraken My Heart,K.L. Hiers
Our Team: The Epic Story of Four Men and the World Series That Changed Baseball,Luke Epplin
The Thread Collectors,Shaunna J. Edwards
Make My Move,J.  Bree
The Exception to the Rule,Christina Lauren
Love and Other Human Errors,Bethany Clift
Breakaway,Grace Reilly
Winter's Orbit,Everina Maxwell
Ντακάρ - Dakar,Θάνος Γώγος
Changing the Equation: 50+ US Black Women in STEM,Tonya Bolden
The Life You Stole,Jewel E. Ann
Bear Bottom,Stuart Gibbs
Hollywood Park,Mikel Jollett
Just Like You,Nick Hornby
Difficult Women: A History of Feminism in 11 Fights,Helen   Lewis
Vagabonds!,Eloghosa Osunde
Lease on Love,Falon Ballard
Rebel,S. Massery
The Oleander Sword,Tasha Suri
Burn,Patrick Ness
You Should See Me in a Crown,Leah  Johnson
Santiago's Road Home,Alexandra  Diaz
"For the First Time, Again",Sylvain Neuvel
Blood Heir,Ilona Andrews
Wildfire,Hannah  Grace
"Be Water, My Friend: The True Teachings of Bruce Lee",Shannon Lee
A Fae's Two Alphas,Jem Zero
The Unforgettable Logan Foster,Shawn  Peters
"The Rise and Reign of the Mammals: A New History, from the Shadow of the Dinosaurs to Us",Steve Brusatte
Her Majesty's Royal Coven,Juno  Dawson
Angels Adrift,Alice Duncan
The Seed Keeper,Diane         Wilson
What Stars Are Made of,Sarah  Allen
First Down,Grace Reilly
What Big Teeth,Rose Szabo
A Princess for Christmas,Jenny  Holiday
"Αντι-γόνη, Αντι-θεός, Αντι-τύραννος",Σάββας Μιχαήλ
Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad
Musical Chairs,Amy Poeppel
"Keep Moving: Notes on Loss, Creativity, and Change",Maggie  Smith
Just Pursuit: A Black Prosecutor's Fight for Fairness,Laura Coates
Lote,Shola von Reinhold
Pretty Little Wife,Darby Kane
Flyaway,Kathleen Jennings
I Have Something to Tell You,Chasten Glezman Buttigieg
Count Your Lucky Stars,Alexandria Bellefleur
Transcendent: Art and Dharma in a Time of Collapse,Curtis White
When the Moon Turns Blue,Pamela Terry
Unfair Play: The Battle For Women's Sport,Sharron Davies
Slewfoot: A Tale of Bewitchery,Brom
21 Grams,M.  Regan
When These Mountains Burn,David    Joy
"After We Gazed at the Starry Sky, Vol. 1",Bisco Kida
Otherlands: A Journey Through Earth's Extinct Worlds,Thomas Halliday
The Magnolia Palace,Fiona  Davis
And Then She Fell,Alicia Elliott
Stealing Home,Grace Reilly
The Woman Before Wallis,Bryn Turnbull
Faucian Bargain: The Most Powerful and Dangerous Bureaucrat in American History,Steve Deace
Καλλίμορφη,Μιχάλης Μανωλιός
The King of Faerie,A.J. Lancaster
The Queen of the Cicadas,V. Castro
Reel,Kennedy Ryan
The Layover,Lacie Waldon
Two Nights in Lisbon,Chris  Pavone
The Night Ship,Jess Kidd
The Sex Lives of African Women,Nana Darkoa Sekyiamah
Gender-Critical Feminism,Holly Lawford-Smith
The Redpoint Crux,Morgan Shamy
Hang the Moon,Alexandria Bellefleur
Realm Breaker,Victoria Aveyard
Millionaires for the Month,Stacy McAnulty
The Killing Hills,Chris Offutt
Everything for You,Chloe Liese
Natrium Chlorid,Jussi Adler-Olsen
Chevreuse,Patrick Modiano
Harlem Sunset,Nekesa Afia
"Cold, Cold Bones",Kathy Reichs
The Last Bloodcarver,Vanessa Le
Firebreak,Nicole Kornher-Stace
The Great Gatsby: The Graphic Novel,Fred Fordham
Η πολιτεία Λαβύρινθος,Αργύρης Χιόνης
Plague of Corruption: Restoring Faith in the Promise of Science,Kent Heckenlively
Tilly and the Lost Fairytales,Anna     James
"Miss Moriarty, I Presume?",Sherry Thomas
One-Eyed Jax,R.A. Salvatore
Shifting the Silence,Etel Adnan
Arizona SB 1070:  An Act,Ryan  Clark
Growing Up Disabled in Australia,Carly Findlay
A Death so Sweet: Collection One: Books 1 - 3,Candace Wondrak
Payback's a Witch,Lana Harper
Kiss & Tell,Adib Khorram
The Original,Brandon Sanderson
Serenade,Morgan Shamy
Om könets existens,Kajsa Ekis Ekman
A House with Good Bones,T. Kingfisher
If Only You,Chloe Liese
The Social Graces,Renée Rosen
Wicked As You Wish,Rin Chupeco
The Women,Kristin Hannah
The Blood Traitor,Lynette Noni
"Fallout: Nuclear Bribes, Russian Spies, and the Washington Lies that Enriched the Clinton and Biden Dynasties",John Solomon
Escape From Aurora,Jamie Littler
Tilly and the Map of Stories,Anna     James
The Thousand Crimes of Ming Tsu,Tom  Lin
Αστικό ελάφι,Μαρία Κουλούρη
The Bombay Prince,Sujata Massey
"Feminism, Interrupted: Disrupting Power",Lola Olufemi
Hench,Natalie Zina Walschots
Bitch: On the Female of the Species,Lucy Cooke
Ghosting: A Love Story,Tash Skilton
The Suspect,Kathryn Croft
The Prettiest,Brigit Young
Cursed Bread,Sophie Mackintosh
Etude,Morgan Shamy
Rainbow Milk,Paul Mendez
These Thin Lines,Milena McKay
With You Forever,Chloe Liese
The Elf Beside Himself,K.M. Avery
The Putin Files: Excursions Around the Ideology of Pain,Wole Soyinka
Miss Aldridge Regrets,Louise Hare
The Burnout,Sophie Kinsella
Η φύλακας του ήλιου,Maja Lunde
Muse,Brittany Cavallaro
Glassheart,Katharine  Orton
Countdown to Socialism,Devin Nunes
The Unspoken Name,A.K. Larkwood
Δεύτερη νεότητα,Τώνια Τζιρίτα-Ζαχαράτου
Finna,Nate Marshall
A Fire like You,Upile Chisala
The Christie Affair,Nina de Gramont
Escape the Reaper,Ashley N. Rostek
Circus of Wonders,Elizabeth Macneal
A Counterfeit Suitor,Darcie Wilde
Ghost Mortem,Jane Hinchey
The Pink Hotel,Liska Jacobs
Promenade,Morgan Shamy
"We Are Bellingcat: Global Crime, Online Sleuths, and the Bold Future of News",Eliot Higgins
The House of Eve,Sadeqa Johnson
The Golem of Brooklyn,Adam Mansbach
Peaces,Helen Oyeyemi
Only and Forever,Chloe Liese
Sunshine: A Graphic Novel,Jarrett J. Krosoczka
The Barbizon: The Hotel That Set Women Free,Paulina Bren
Furysong,Rosaria Munda
Lunar New Year Love Story,Gene Luen Yang
Above all Things,Roslyn Sinclair
This Woven Kingdom,Tahereh Mafi
Εξημέρωση: Νεκρογραφία,Δημοσθένης Παπαμάρκος
The Companions,Katie M. Flynn
Mr. Gardiner and the Governess,Sally Britton
18 Tiny Deaths: The Untold Story of Frances Glessner Lee and the Invention of Modern Forensics,Bruce Goldfarb
The Traitor,V.S. Alexander
Paladin's Hope,T. Kingfisher
我們的最後進化 Our Last Evolution,傘下的人
The Midnight Bargain,C.L. Polk
Wild Honor,May Dawson
Endure the Pain,Ashley N. Rostek
The Displacements,Bruce Holsinger
Lone Women,Victor LaValle
Couplets,Maggie Millner
The Arsonists' City,Hala Alyan
Manifest,Brittany Cavallaro
The Wolf and the Woodsman,Ava Reid
Science Fictions,Stuart Ritchie
The Dark Between the Trees,Fiona  Barnett
Fear No Evil,James Patterson
Ever After Always,Chloe Liese
Better Than Expected,Haley Cass
Dead Dead Girls,Nekesa Afia
A Mirror Mended,Alix E. Harrow
Garbo,Robert    Gottlieb
La Corte del Eclipse,Claudia Ramírez Lomelí
The Spectrum Girl’s Survival Guide,Siena Castellon
Couple Found Slain: After a Family Murder,Mikita Brottman
The First Day of Spring,Nancy Tucker
Other People's Houses,Kelli Hawkins
In Her Shoes: Women of the Eighth: A Memoir and Anthology,Erin Darcy
"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn't, and Get Stuff Done",Kendra Adachi
Fighter,S. Massery
Chapter and Curse,Elizabeth Penney
The Book of Accidents,Chuck Wendig
"Katharine Parr, the Sixth Wife",Alison Weir
A Lady Compromised,Darcie Wilde
Aesthetica,Allie Rowbottom
Just Like Home,Sarah Gailey
He Started It,Samantha  Downing
Your Brain is Always Listening,Daniel G. Amen
The Further Adventures of Sherlock Holmes - The Martian Menace,Eric Brown
Deadly Cross,James Patterson
Only When It's Us,Chloe Liese
The Hunter,Tana French
Twin Crowns,Catherine Doyle
Club 22,Tate James
Why Has Nobody Told Me This Before?,Julie      Smith
Crook Manifesto,Colson Whitehead
Camp Jupiter Classified: A Probatio's Journal,Rick Riordan
The Girl in His Shadow,Audrey  Blake
The Girl in the Mirror,Rose Carlyle
Panic Attack: Playing Politics with Science in the Fight Against COVID-19,Nicole Saphier
Dear Senthuran: A Black Spirit Memoir,Akwaeke Emezi
Sacred Honor,May Dawson
Warrior Fae,Caroline Peckham
Thistlefoot,GennaRose Nethercott
The Witness for the Dead,Katherine Addison
The German Heiress,Anika Scott
Always Only You,Chloe Liese
I Guess I Haven't Learned That Yet: Discovering New Ways of Living When the Old Ways Stop Working,Shauna Niequist
Anarchy,Tate James
Eyes that Kiss in the Corners,Joanna Ho
Las Memorias de Fenrai,Claudia Ramírez Lomelí
The Gilded Cage,Lynette Noni
Confessions on the 7:45,Lisa Unger
The Chief Witness: escape from China’s modern-day concentration camps,Sayragul Sauytbay
How I Saved the World,Jesse Watters
Girl A,Abigail Dean
Five Tuesdays in Winter,Lily King
"The Abolition of Sex: How the ""Transgender"" Agenda Harms Women and Girls",Kara Dansky
Stranger Faces,Namwali Serpell
The Archive of the Forgotten,A.J. Hackwith
"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe
The Grief of Stones,Katherine Addison
"Really Good, Actually",Monica Heisey
The Nightmare Man,J.H. Markert
Bone Music,David Almond
Forget Me Not,Julie  Soto
Honor,Thrity Umrigar
Jade Fire Gold,June C.L. Tan
7th Circle,Tate James
Again and Again,Jonathan Evison
The Third Pole: My Everest climb to find the truth about Mallory and Irvine,Mark Synnott
Overboard,Sara Paretsky
First Comes Like,Alisha Rai
Our Crooked Hearts,Melissa Albert
Obit,Victoria Chang
Infamous,Lex Croucher
Velvet Was the Night,Silvia Moreno-Garcia
Mrs. Nash's Ashes,Sarah   Adler
Lightbringer,Claire Legrand
Timber,Tate James
Junior High,Tegan Quin
Little Disasters,Sarah Vaughan
His Only Wife,Peace Adzo Medie
Einstein: Die fantastische Reise einer Maus durch Raum und Zeit,Torben Kuhlmann
The Royals Next Door,Karina Halle
The End of the World is Flat,Simon Edge
Close Up,Amanda Quick
A Ruin of Roses,K.F. Breene
Spells for Forgetting,Adrienne Young
Gouda Friends,Cathy Yardley
The Comfort Book,Matt Haig
Maeve Fly,C.J. Leede
Sherlock Holmes & The Three Winter Terrors,James Lovegrove
A Black Women's History of the United States,Daina Ramey Berry
The Lost Dreamer,Lizz Huerta
Camp Zero,Michelle Min Sterling
Character: The History of a Cultural Obsession,Marjorie Garber
The Littlest Yak,Lu Fraser
A Single Rose,Muriel Barbery
The Golden Couple,Greer Hendricks
Why the Germans Do it Better: Notes from a Grown-Up Country,John Kampfner
A ​Sky Beyond the Storm,Sabaa Tahir
Save Me,Ashley N. Rostek
The Memory Collectors,Kim Neville
Maureen,Rachel Joyce
Please Join Us,Catherine McKenzie
China,Edward Rutherfurd
Asterix and the Griffin,Jean-Yves Ferri
The Last Fallen Star,Graci Kim
VenCo,Cherie Dimaline
The Long Slide: Thirty Years in American Journalism,Tucker Carlson
The Nameless Ones,John Connolly
1000 Serpentinen Angst,Olivia Wenzel
Wrapped Up in You,Talia Hibbert
The Secret of the Lost Pearls,Darcie Wilde
Piñata,Leopoldo Gout
Parachutes,Kelly Yang
Age of Vice,Deepti Kapoor
A Forgery of Roses,Jessica S. Olson
I Was Told It Would Get Easier,Abbi Waxman
The Soul of a Woman,Isabel Allende
The Psychology of Money,Morgan Housel
Elixir,Ellen Goodlett
The Selected Works of Audre Lorde,Audre Lorde
Sword in the Stars,A.R. Capetta
NSFW,Isabel Kaplan
The Making of Another Major Motion Picture Masterpiece,Tom Hanks
A History of What Comes Next,Sylvain Neuvel
Zero Days,Ruth Ware
So Late in the Day,Claire Keegan
Wicked Serve,Grace Reilly
The Reunion,Kayla Olson
Lost in Thought: The Hidden Pleasures of an Intellectual Life,Zena Hitz
Three Words for Goodbye,Hazel Gaynor
A Brilliant Night of Stars and Ice,Rebecca Connolly
The Sweet Spot,Amy Poeppel
This Woman's Work: Essays on Music,Sinéad Gleeson
The Secret Lives of Country Gentlemen,K.J. Charles
Forging Silver into Stars,Brigid Kemmerer
Caged Wolf,Caroline Peckham
Why Didn't You Tell Me?,Carmen Rita Wong
The Deep Places: A Memoir of Illness and Discovery,Ross Douthat
The Last Grand Duchess,Bryn Turnbull
Golden Chaos,Colette Rhodes
Ordinary Monsters,J.M. Miro
Cosmoknights Book Two,Hannah Templer
A Stranger at the Door,Jason Pinter
Forever and a Day - A Those Who Wait story,Haley Cass
The Shamshine Blind,Paz Pardo
Alpha Wolf,Caroline Peckham
Tardes de otoño,Joana Marcús
The Sea Glass Cottage,RaeAnne Thayne
Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang
The Past Is Red,Catherynne M. Valente
Only Birds Above,Portland Jones
Haven,Emma Donoghue
Vagablonde,Anna  Dorn
Such a Quiet Place,Megan Miranda
The Forevers,Chris  Whitaker
The Last Remains,Elly Griffiths
Beasts and Beauty,Soman Chainani
"Wrong Number, Right Woman",Jae
Sempiterno,Joana Marcús
The Friendship List,Susan Mallery
"Red, White, and Black: Rescuing American History from Revisionists and Race Hustlers",Robert  L.  Woodson Sr.
The Speckled Beauty: A Dog and His People,Rick Bragg
The Santa Suit,Mary Kay Andrews
Beautiful Little Fools,Jillian Cantor
Here in the Real World,Sara Pennypacker
The Bone Shard Emperor,Andrea Stewart
The Girl from Widow Hills,Megan Miranda
Pay Dirt,Sara Paretsky
The Invention of Sound,Chuck Palahniuk
Near the Bone,Christina Henry
Angelika Frankenstein Makes Her Match,Sally  Thorne
Toxic Superfoods: How Oxalate Overload Is Making You Sick— And How to Get Better,Sally K. Norton MPH
They Said They Wanted Revolution: A Memoir of My Parents,Neda Toloui-Semnani
Etéreo,Joana Marcús
Irresistible Revolution: Marxism's Goal of Conquest & the Unmaking of the American Military,Matthew Lohmeier
Chaos at Prescott High,C.M. Stunich
The Subtweet,Vivek Shraya
Every Bone a Prayer,Ashley Blooms
People From My Neighbourhood,Hiromi Kawakami
Maniac: The Bath School Disaster and the Birth of the Modern Mass Killer,Harold Schechter
Thank You for Listening,Julia  Whelan
The Unfolding,A.M. Homes
Sabotage,Shantel Tessier
After The Revolution,Robert   Evans
Vendida,Axael Velasquez
Hill Women: Finding Family and a Way Forward in the Appalachian Mountains,Cassie Chambers
A Dangerous Kind of Lady,Mia Vincy
"Speaking for Myself: Faith, Freedom, and the Fight of Our Lives Inside the Trump White House",Sarah Huckabee Sanders
The Christmas Pig,J.K. Rowling
The Way of Dog,Zana Fraillon
女神自助餐,劉芷妤
Girl Gone Viral,Alisha Rai
Dangerous Honor,May Dawson
The Ladies of the Secret Circus,Constance Sayers
"The World Keeps Ending, and the World Goes On",Franny Choi
Nora Goes Off Script,Annabel Monaghan
Dogboy v Catfish,Luke Gracias
"Anti-Inflammatory Diet Solution: Heal Your Immune System, Boost Your Brain, Strengthen Your Heart",Stig Bengmark
Carnage,Shantel Tessier
Raybearer,Jordan Ifueko
Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,Michael Chabon
Pando: A Living Wonder of Trees,Kate Allen  Fox
The Collector’s Daughter: A gripping and sweeping tale of unforgettable discoveries and unforgiveable secrets for 2021,Gill Paul
"Disfigured: On Fairy Tales, Disability, and Making Space",Amanda Leduc
The Girls I've Been,Tess Sharpe
Fire in Paradise: An American Tragedy,Alastair Gee
The House Across the Lake,Riley Sager
Code Name Sapphire,Pam Jenoff
Vesper Flights,Helen Macdonald
The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan
The Most Beautiful Girl in Cuba,Chanel Cleeton
The Sinner,Shantel Tessier
"Eva Evergreen, Semi-Magical Witch",Julie Abe
Twisted Love,Ana Huang
Doom: The Politics of Catastrophe,Niall Ferguson
The Ogress and the Orphans,Kelly Barnhill
Gilded Mess,Colette Rhodes
Impatient Griselda,Margaret Atwood
Is Mother Dead,Vigdis Hjorth
Sisters Under the Rising Sun,Heather   Morris
Dinosaurs: 10 Things You Should Know,Dean R. Lomax
Our American Friend,Anna Pitoniak
Carnival Hill,Caroline Peckham
Lila and Hadley,Kody Keplinger
"We Thought We Knew You: A Terrifying True Story of Secrets, Betrayal, Deception, and Murder",M. William Phelps
The Merciless Ones,Namina Forna
Thief,S. Massery
Shiner,Amy Jo Burns
All My Knotted-Up Life: A Memoir,Beth Moore
Those We Thought We Knew,David    Joy
"Drop Acid: The Surprising New Science of Uric Acid―The Key to Losing Weight, Controlling Blood Sugar, and Achieving Extraordinary Health",David Perlmutter
Paradise Lagoon,Caroline Peckham
Disability Visibility: First-Person Stories from the Twenty-first Century,Alice  Wong
"The Deep Rig: How Election Fraud Cost Donald J. Trump the White House, By a Man Who did not Vote for Him",Patrick M. Byrne
Cleanness,Garth Greenwell
Forbidden Honor,May Dawson
An Indiscreet Princess,Georgie Blalock
Cult Classic,Sloane Crosley
The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins
A Vow So Bold and Deadly,Brigid Kemmerer
Plain Bad Heroines,Emily M. Danforth
Wicked Heart,Candace Wondrak
The Blue Butterfly,Leslie Johansen Nack
Iona Iverson's Rules for Commuting,Clare Pooley
A Marvellous Light,Freya Marske
The Upgrade: How the Female Brain Gets Stronger and Better in Midlife and Beyond,Louann Brizendine
The Happy Ever After Playlist,Abby Jimenez
Heartless Sky,Caroline Peckham
Earth Keeper: Reflections on the American Land,N. Scott Momaday
Unmasked: Inside Antifa's Radical Plan to Destroy Democracy,Andy Ngo
Violent Heart,Candace Wondrak
Happy Hour,Jacquie Byron
Misfit in Love,S.K. Ali
Choice,Jodi Picoult
Love in the Time of Bertie,Alexander McCall Smith
Symphony of Secrets,Brendan Slocumb
Hello Stranger,Katherine Center
Fated Throne,Caroline Peckham
Itty-Bitty Kitty-Corn: A Picture Book,Shannon Hale
"Bright Lights, Prairie Dust: Reflections on Life, Loss, and Love from Little House's Ma",Karen Grassle
Partners in Crime,Alisha Rai
Vladimir,Julia May Jonas
Radar Girls,Sara  Ackerman
The Storyteller: Tales of Life and Music,Dave Grohl
Her Radiant Curse,Elizabeth Lim
Cursed Fates,Caroline Peckham
I Want to Be Where the Normal People Are,Rachel Bloom
The Unwilling,John Hart
Gods & Monsters,Shelby Mahurin
The American Adventuress,C.W. Gortner
Alexandria: The Quest for the Lost City,Edmund  Richardson
While Justice Sleeps,Stacey Abrams
Strike the Zither,Joan He
Shadow Princess,Caroline Peckham
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens
Künstlers in Paradise,Cathleen Schine
"Spy x Family, Vol. 8",Tatsuya Endo
Light Rains Sometimes Fall: A British Year Through Japan's 72 Seasons,Lev Parikian
The Secret Book of Flora Lea,Patti Callahan Henry
The School for Good Mothers,Jessamine Chan
The Road Trip,Beth O'Leary
The Eighth Detective,Alex Pavesi
The Last Green Valley,Mark T. Sullivan
Among the Beasts & Briars,Ashley Poston
Vicious Fae,Caroline Peckham
Steel Fear,Brandon Webb
In Pursuit of Love: One Woman’s Journey from Trafficked to Triumphant,Rebecca   Bender
"Moon Witch, Spider King",Marlon James
Embrace the Darkness,Ashley N. Rostek
"Spy x Family, Vol. 7",Tatsuya Endo
Those Empty Eyes,Charlie Donlea
You Let Me In,Camilla  Bruce
Under a White Sky: The Nature of the Future,Elizabeth Kolbert
Mirrorland,Carole Johnstone
Bookish and the Beast,Ashley Poston
Broken Fae,Caroline Peckham
A Touch of Chaos,Scarlett St.  Clair
Black Cloud Rising,David Wright Faladé
"Spy x Family, Vol. 6",Tatsuya Endo
Did I Ever Tell You This?,Sam Neill
Subtle Blood,K.J. Charles
After the Fall: Being American in the World We've Made,Ben  Rhodes
The Women of Chateau Lafayette,Stephanie Dray
A Lighted Lamp: Scenes of Christmas Through Time,Donna Fletcher Crow
What Souls Are Made Of: A Wuthering Heights Remix,Tasha Suri
Dynasty,Sheridan Anne
"Spy x Family, Vol. 4",Tatsuya Endo
Liberation Day,George Saunders
The Murder Rule,Dervla McTiernan
"Not Forever, But For Now",Chuck Palahniuk
The Sugared Game,K.J. Charles
"Joe Biden: The Life, the Run, and What Matters Now",Evan Osnos
When We Were Infinite,Kelly Loy Gilbert
The Scepter,J.  Bree
Majesty,Katharine McGee
The Inheritance of Orquídea Divina,Zoraida Córdova
The Bookshop of Second Chances,Jackie Fraser
Lucky Red,Claudia Cravens
Normal Rules Don't Apply,Kate Atkinson
Slippery Creatures,K.J. Charles
Apollo's Arrow: The Profound and Enduring Impact of Coronavirus on the Way We Live,Nicholas A. Christakis
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera
Lightning Strike,William Kent Krueger
Today a Woman Went Mad in the Supermarket: Stories,Hilma Wolitzer
Queen Crow,J.  Bree
Deity,Sheridan Anne
Love Betrayal Murder,Adam Mitzner
The Good Servant,Fern Britton
Before I Saw You,Emily Houghton
Private Rogue,James Patterson
Un-Trumping America: A Plan to Make America a Democracy Again,Dan Pfeiffer
The Steel Beneath the Silk,Patricia Bracewell
Finlay Donovan Rolls the Dice,Elle Cosimano
No Land to Light On,Yara Zgheib
Damaged,Sheridan Anne
A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Matthew Hongoltz-Hetling
Chlorine Sky,Mahogany L. Browne
Only the Beautiful,Susan Meissner
The Witches of Vardø,Anya Bergman
Leslie F*cking Jones,Leslie     Jones
Emily Wilde’s Map of the Otherlands,Heather Fawcett
"Faye, Faraway",Helen   Fisher
Deviant,Sheridan Anne
The Recent East,Thomas Grattan
When the Tiger Came Down the Mountain,Nghi Vo
A Light in the Flame,Jennifer L. Armentrout
X,Davey Davis
Bless the Daughter Raised by a Voice in Her Head: Poems,Warsan Shire
Homestead,Melinda Moustakis
The Unsettled,Ayana Mathis
How Can I Help You,Laura Sims
The Scorpion's Tail,Douglas Preston
A Place to Hang the Moon,Kate Albus
"Earl, Honey",D.S. Getson
The Golden Spoon,Jessa Maxwell
The Final Case,David Guterson
Ruined,Sarah Vaughn
Keep Sharp: Build a Better Brain at Any Age,Sanjay Gupta
The Coven,Harper L. Woods
Burma Sahib,Paul Theroux
Blood and Treasure: Daniel Boone and the Fight for America's First Frontier,Bob Drury
The Dare,Elle Kennedy
Tragic Bonds,J.  Bree
"Let's Play, Vol. 2",Leeanne M. Krecic
The Quiet Tenant,Clémence Michallon
The Lost Cause,Cory Doctorow
Bad Cruz,L.J. Shen
The Duchess Hunt,Lorraine Heath
Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate
The Cursed,Harper L. Woods
Infinitum,Tim  Fielder
Where the Truth Lives,Mia Sheridan
Ten Lessons for a Post-Pandemic World,Fareed Zakaria
Resurrection,Siobhan Davis
The Traitor Queen,Danielle L. Jensen
All's Well,Mona Awad
Sleep No More,Jayne Ann Krentz
Dear Ava,Ilsa Madden-Mills
2034: A Novel of the Next World War,Elliot Ackerman
Rebellion,Siobhan Davis
Playboy Princes,Jaymin Eve
Our Lady of Perpetual Hunger: A Memoir,Lisa Donovan
His & Hers,Alice Feeney
They Knew: How a Culture of Conspiracy Keeps America Complacent,Sarah Kendzior
Dance Away with Me,Susan Elizabeth Phillips
The Twin Paradox,Charles Wachter
Reign,Siobhan Davis
Florence Adler Swims Forever,Rachel Beanland
"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",Elizabeth Letts
Poison Throne,Jaymin Eve
This Is My America,Kim  Johnson
Kismet,Amina Akhtar
Choosing Brave: How Mamie Till-Mobley and Emmett Till Sparked the Civil Rights Movement (Caldecott Honor Book),Angela Joy
Marriage and Murder,Penny Reid
The Blackout Book Club,Amy Lynn Green
Knockout,Sarah MacLean
The Vanished Queen,Lisbeth Campbell
The Great Divide,Cristina Henríquez
Lady of Darkness,Melissa K. Roehrich
Once Bitten,Linsey Hall
Bad Fat Black Girl: Notes from a Trap Feminist,Sesali Bowen
"In Mercy, Rain",Seanan McGuire
Engagement and Espionage,Penny Reid
Always Never,Jordi Lafebre
Evil Geniuses: The Unmaking of America,Kurt Andersen
Lady of Shadows,Melissa K. Roehrich
Flames of Chaos,Amelia Hutchins
The Summer of June,Jamie Sumner
The Aquanaut: A Graphic Novel,Dan Santat
Not That Duke,Eloisa James
"Democracy in One Book or Less: How It Works, Why It Doesn’t, and Why Fixing It Is Easier Than You Think",David Litt
Haunting Adeline,H.D. Carlton
Credence,Penelope Douglas
Death in her Hands,Ottessa Moshfegh
The Last to Vanish,Megan Miranda
Where the Drowned Girls Go,Seanan McGuire
The Mother Code,Carole Stivers
Hunting Adeline,H.D. Carlton
The Brother Years,Shannon Burke
Stepbrothers' Darling,K.A. Knight
"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg
My Heart Is a Chainsaw,Stephen Graham Jones
Trust,Hernan Diaz
Ambush or Adore,Gail Carriger
Journey of the Pharaohs,Clive Cussler
The Book of Azrael,Amber V. Nicole
Time Is a Mother,Ocean Vuong
The Boys,Katie Hafner
Unspeakable: The Tulsa Race Massacre,Carole Boston Weatherford
"The Storm Before the Calm: America's Discord, the Coming Crisis of the 2020s, and the Triumph Beyond",George Friedman
The Ghost Orchid,Jonathan Kellerman
The Throne of Broken Gods,Amber V. Nicole
Where Snow Angels Go,Maggie O'Farrell
Lapvona,Ottessa Moshfegh
The End of Mental Illness,Daniel G. Amen
Eddie's Boy,Thomas Perry
We Ride Upon Sticks,Quan Barry
O Beautiful,Jung Yun
Murder on an Irish Farm,Carlene O'Connor
Attack Surface,Cory Doctorow
The XX Brain,Lisa Mosconi
"Suppression, Deception, Snobbery, and Bias: Why the Press Gets So Much Wrong—And Just Doesn't Care",Ari Fleischer
Tiny Nightmares: Very Short Stories of Horror,Lincoln Michel
The Sorcerer of Pyongyang,Marcel Theroux
Angel & Hannah: A Novel in Verse,Ishle Park
"The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America",Victor Davis Hanson
Kent State: Four Dead in Ohio,Derf Backderf
2030: How Today's Biggest Trends Will Collide and Reshape the Future of Everything,Mauro F. Guillén
Funny Story,Emily Henry
The Letters of Shirley Jackson,Shirley Jackson
Ghost Forest,Pik-Shuen Fung
The Magic Kingdom,Russell Banks
I Know Who You Are: How an Amateur DNA Sleuth Unmasked the Golden State Killer and Changed Crime Fighting Forever,Barbara Rae-Venter
The Barnabus Project,Eric Fan
Seabreeze Sunset,Jan Moran
Witch Please,Ann Aguirre
Angry God,L.J. Shen
"Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",Miranda Devine
"Polysecure: Attachment, Trauma and Consensual Nonmonogamy",Jessica Fern
Ophelia After All,Racquel Marie
