title,author
Dragons Don't Dance Ballet,Jennifer Carson
Fear: Trump in the White House,Bob Woodward
I Am a Little Fox,Amrei Fechner
Eutopia: A Novel of Terrible Optimism,David Nickle
The Haunted Vagina,Carlton Mellick III
The Witch Of Prague & Other Stories,F. Marion Crawford
Devil Girls,Ed Wood
The Case of the Velvet Claws,Erle Stanley Gardner
Nightblood,T. Chris Martindale
After Midnight,Richard Laymon
The Vampyre and Other Tales of the Macabre,Robert  Morrison
Rappaccini's Daughter,Nathaniel Hawthorne
The Thing on the Doorstep and Other Weird Stories,H.P. Lovecraft
Haunted,James Herbert
Naomi's Room,Jonathan Aycliffe
The Old English Baron,Clara Reeve
The Pines,Robert Dunbar
The Last Man,Mary Wollstonecraft Shelley
The Bell in the Fog & Other Stories,Gertrude Atherton
The Werewolf of Paris,Guy Endore
Wait and See,Ruby Jean Jensen
Skin,Kathe Koja
Malpertuis: The Classic Modern Gothic Novel,Jean Ray
Bad Brains,Kathe Koja
Ritual,David Pinner
Mummies!: Classic Monsters of Pre-Code Horror Comics,Steve Banes
The Visitor,Chauncey G. Parker
In Ghostly Company,Amyas Northcote
The Temple of Death: The Ghost Stories of A. C. & R. H. Benson,A.C. Benson
Late Victorian Gothic Tales,Roger Luckhurst
One Thousand and One Ghosts,Alexandre Dumas
Uncanny Stories,May Sinclair
"The Sorrows of Satan; or, The Strange Experience of One Geoffrey Tempest, Millionaire",Marie Corelli
Come with Me,Ronald Malfi
Kecksies and Other Twilight Tales,Marjorie Bowen
Vampire City,Paul Féval père
The Castles of Athlin and Dunbayne,Ann Radcliffe
A Pickle for the Knowing Ones or Plain Truths in a Homespun Dress,Timothy Dexter
The Green Mirror: A Quiet Story,Hugh Walpole
Sweeney Todd: The String of Pearls,James Malcolm Rymer
Nachtmahr: Strange Tales,Hanns Heinz Ewers
The Fine Print,Lauren Asher
The Parasites,Daphne du Maurier
The King Is a Witch,Evelyn Eaton
Red Hands,Christopher Golden
The Other Log of Phileas Fogg,Philip José Farmer
The Flood,Michael McDowell
"Horae Homileticae (Volume 14); Or, Discourses (Principally in the Form of Skeletons) Now First Digested Into One Continued Series and Forming a",Charles Simeon
Skeleton Canyon,J.A. Jance
Skeleton Creek,Patrick Carman
Tom Sutton's Creepy Things,Tom Sutton
The Pallbearers Club,Paul Tremblay
The Lost Stradivarius,John Meade Falkner
"In Yana, the Touch of Undying",Michael   Shea
"The Chilling Archives of Horror Comics, Vol. 3: Zombies",Jack Cole
The Devil in Love,Jacques Cazotte
The Haunted Cavern: A Caledonian Tale,John Palmer Jr.
The Necromancer,Peter Teuthold
Rookwood,William Harrison Ainsworth
The Castle Spectre,Matthew Gregory Lewis
The Yellow Sign and Other Stories,Robert W. Chambers
The Parasite,Arthur Conan Doyle
Not to Be Taken at Bed-Time & Other Strange Stories,Rosa Mulholland
Evil in a Mask,Dennis Wheatley
She,H. Rider Haggard
Hunting the Dinosaurs and Other Prehistoric Animals (The New Dinosaur Library),Dougal Dixon
The Unexpected: 18 Tales of Fright and Terror!,Al Ewing
"On Freud's ""Mourning and Melancholia""",Ethel Spector Person
The Dark Star,Robert W. Chambers
Ceremony in Death,J.D. Robb
Carolina Moon,Nora Roberts
Beyond the Highland Mist,Karen Marie Moning
Lord of the Shadows,Darren Shan
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh
I Have No Mouth & I Must Scream,Harlan Ellison
Just Around The Bend: Más o Menos,Renée Paule
The Millennial Reincarnations,Daniel M.  Harrison
Asyri: The Wrath of the Fire Stone,Robyn Ellington-Jones
Fated to Love You (Chasing the Comet Book 1),Kayla  Cunningham
London Bridges,James Patterson
Life on the Other Side: A Psychic's Tour of the Afterlife,Sylvia Browne
Harvest,Tess Gerritsen
Something Blue,Emily Giffin
Persuader,Lee Child
By Your Side,Kasie West
The Invisible Library,Genevieve Cogman
The Cheat Code,Misba
Conflagration,Teri-Anne
Bloodhound,Tamora Pierce
Tick Tock,Dean Koontz
Cat & Mouse,James Patterson
Cascade,Lisa Tawn Bergren
The Fifth Sacred Thing,Starhawk
A Single Man,Christopher Isherwood
Talisman of El,Alecia Stone
The Golden Scallop,R.L.  Douglas
Consent to Kill,Vince Flynn
A Very Long Engagement,Sébastien Japrisot
Heroes Die,Matthew Woodring Stover
Changeless,Gail Carriger
The Dragonfly Pool,Eva Ibbotson
Castle of Wizardry,David Eddings
Night Road,Kristin Hannah
All the Lies,S.T. Abby
The Bell Jar,Sylvia Plath
Slade,Laurann Dohner
Incidents in the Life of a Slave Girl,Harriet Ann Jacobs
Empire of the Senseless,Kathy Acker
The Cold One,Christopher Pike
Running Barefoot,Amy Harmon
The Happy Prince and Other Tales,Oscar Wilde
On the Other Hand: The Little Anthology of Big Questions,Renée Paule
A Newborn Business: Esports,Zoltan Andrejkovics
Exit Unicorns,Cindy Brandner
A Tale of Magic...,Chris Colfer
So You Want to Talk About Race,Ijeoma Oluo
Finley’s Way,Julie Mannino
Warping Minds & Other Misdemeanors,Annette Marie
Jo's Boys,Louisa May Alcott
Sunrise,Erin Hunter
This Thing of Darkness,Harry Thompson
Sostiene Pereira,Antonio Tabucchi
Five Little Pigs,Agatha Christie
Captured,Erica Stevens
Lost Boy: The True Story of Captain Hook,Christina Henry
Words on Fire,Jennifer A. Nielsen
The Last Thing He Told Me,Laura Dave
El camino de los reyes,Brandon Sanderson
"Praying Like Monks, Living Like Fools: An Invitation to the Wonder and Mystery of Prayer",Tyler Staton
Little Children,Tom Perrotta
Anne of Windy Poplars,L.M. Montgomery
Not Open: Win The Invisible Spiritual Culture War,Lisa Cherry
Written in Bone,Simon Beckett
Skeleton Key,Anthony Horowitz
100 Bible Facts About Jesus: The Exciting way to Learn,Ginger Baum
Capitalist Realism: Is There No Alternative?,Mark Fisher
Finding Me,Viola Davis
First Rider's Call,Kristen Britain
The True Meaning of Smekday,Adam Rex
Catwings,Ursula K. Le Guin
The Almond Tree,Michelle Cohen Corasanti
Eternal Rider,Larissa Ione
Jubal's Field Trip To Heaven: Jubal and Chanan Enter Through the Narrow Gate,Dr. Baum
Mr. Nice,Howard Marks
Bury Your Dead,Louise Penny
Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk
"Burning in Water, Drowning in Flame",Charles Bukowski
Perfection,R.L. Mathewson
First Contact,Brent LeVasseur
Pyongyang: A Journey in North Korea,Guy Delisle
Passenger,Alexandra Bracken
A Curious Beginning,Deanna Raybourn
My Life on the Road,Gloria Steinem
The Magic Fish,Trung Le Nguyen
In the Blood,Lisa Unger
Midnight Bayou,Nora Roberts
Warriors Box Set,Erin Hunter
Chicken Soup for the Soul,Jack Canfield
Koko,Peter Straub
Cemetery Dance,Douglas Preston
"The Six of Crows Duology Boxed Set (Six of Crows, #1-2)",Leigh Bardugo
Oh. My. Gods.,Tera Lynn Childs
Five Children and It,E. Nesbit
"Youth in Revolt: The Journals of Nick Twisp, Book One",C.D. Payne
Tales from a Not-So-Talented Pop Star,Rachel Renée Russell
The Years Distilled: Verses,Dennis Sharpe
The Changeling,Christopher  Shields
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt
The Evolution of Calpurnia Tate,Jacqueline Kelly
Startide Rising,David Brin
Lady Windermere's Fan,Oscar Wilde
100 Fun Bible Facts: The Exciting way to Learn,Ginger Baum
Long Way Home,J.B. Turner
The Falls,Joyce Carol Oates
Fatal Voyage,Kathy Reichs
Diaspora,Greg Egan
Invincible,Sherrilyn Kenyon
Last Man Standing,David Baldacci
When Hitler Stole Pink Rabbit,Judith Kerr
Awakening the Fire,Ally Shields
Awakening,O.L. Ramos
Never Go Back,Lee Child
"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King
چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad
Tell Me Three Things,Julie Buxbaum
In Other Lands,Sarah Rees Brennan
The Lions of Lucerne,Brad Thor
You Deserve Each Other,Sarah Hogle
The Perfect Marriage,Jeneva Rose
Blade of Tyshalle,Matthew Woodring Stover
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey
The Dunwich Horror and Others,H.P. Lovecraft
Raven Rise,D.J. MacHale
Saint Joan,George Bernard Shaw
Brother Odd,Dean Koontz
The Case of Charles Dexter Ward,H.P. Lovecraft
Tríada,Laura Gallego
Socrates In Love,Kyōichi Katayama
Lost Light,Michael    Connelly
Mindfulness Living in the Moment - Living in the Breath,Amit Ray
The Fates Divide,Veronica Roth
The Sundial,Shirley Jackson
Cold Waters,Debbie Herbert
"Omniscient Reader’s Viewpoint, Vol. 1",Singshong
In the Lake of the Woods,Tim O'Brien
Daggerspell,Katharine Kerr
Mattimeo,Brian Jacques
Wizard at Large,Terry Brooks
"Justine, or The Misfortunes of Virtue",Marquis de Sade
Knight in Shining Suit,Jerilee Kaye
The Traitor Baru Cormorant,Seth Dickinson
كليلة ودمنة,عبد الله بن المقفع
Full Tilt,Emma   Scott
101 Essays That Will Change The Way You Think,Brianna Wiest
Ensnared,Rebecca Quinn
Black Water,D.J. MacHale
The Snow Queen,Joan D. Vinge
A Woman of No Importance,Oscar Wilde
Plague of Angels,John Patrick Kennedy
Until You,Penelope Douglas
Unscrupulous,Avery Aster
Magic America,C.E. Medford
Teacher Man,Frank McCourt
Oblivion: Stories,David Foster Wallace
Graffiti Moon,Cath Crowley
Elric of Melniboné,Michael Moorcock
The Enemy,Lee Child
The Long Patrol,Brian Jacques
More Than Forever,Jay McLean
Cut and Run,Mary Burton
Any Way the Wind Blows,Rainbow Rowell
Roots of To-Be Templars,Widad Akreyi
Apathy and Other Small Victories,Paul Neilan
The Naked and the Dead,Norman Mailer
The Stolen Throne,David Gaider
The Dead of Night: The Ghost Stories of Oliver Onions,Oliver Onions
At Peace,Kristen Ashley
The Wall,Marlen Haushofer
ديوان الإمام الشافعي,محمد بن إدريس الشافعي
Adam Bede,George Eliot
Undressed,Avery Aster
Beautiful Ruins,Jess Walter
Dream of the Red Chamber,Cao Xueqin
Criminal,Karin Slaughter
Give Me Tomorrow: The Korean War's Greatest Untold Story,Patrick K. O'Donnell
Seventh Son,Orson Scott Card
"Every Breath You Take: A True Story of Obsession, Revenge, and Murder",Ann Rule
Lasher,Anne Rice
Look Me in the Eye,John Elder Robison
The Urth of the New Sun,Gene Wolfe
Demons at Deadnight,A.  Kirk
Ballet Shoes,Noel Streatfeild
Arks Of Octava,Lucian Bane
Story Thieves,James  Riley
Tweet Cute,Emma Lord
All That’s Left in the World,Erik J. Brown
Have Space Suit—Will Travel,Robert A. Heinlein
Endgame & Act Without Words,Samuel Beckett
Killers of the Dawn,Darren Shan
The Heretic's Daughter,Kathleen Kent
Vampire Trinity,Joey W. Hill
The Inheritance Cycle (The Inheritance Cycle #1-4),Christopher Paolini
Incendies,Wajdi Mouawad
Forever Black,Sandi Lynn
Saint Anything,Sarah Dessen
"Alone With the Horrors: The Great Short Fiction, 1961-1991",Ramsey Campbell
Unmasking AI: My Mission to Protect What Is Human in a World of Machines,Joy Buolamwini
Once Upon a Marigold,Jean Ferris
The Shepherd of the Hills,Harold Bell Wright
Running Blind,Lee Child
An Irish Country Doctor,Patrick Taylor
The Forgotten Beasts of Eld,Patricia A. McKillip
West with the Night,Beryl Markham
Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley
Memoirs of an Imaginary Friend,Matthew Dicks
UnDivided,Neal Shusterman
The Finisher,David Baldacci
Personal,Lee Child
The Spanish Love Deception,Elena  Armas
A Monster Calls,Patrick Ness
Una corte de niebla y furia,Sarah J. Maas
Alice's Adventures in Wonderland,Lewis Carroll
All the Ways We Said Goodbye,Beatriz Williams
Dombey and Son,Charles Dickens
The Rice Mother,Rani Manicka
Imperium,Robert   Harris
The Dangerous Days of Daniel X,James Patterson
Family Matters,Rohinton Mistry
The Minds of Billy Milligan,Daniel Keyes
The Emerald Atlas,John  Stephens
Evenfall,Ais
Game,Barry Lyga
Beauty and Sadness,Yasunari Kawabata
The Good Woman of Setzuan,Bertolt Brecht
The Road to Serfdom,Friedrich A. Hayek
Gray Hawk of Terrapin,Moss Whelan
"If You Liked School, You'll Love Work",Irvine Welsh
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder
Addicted to Time,Steven Decker
I'll Stop the World,Lauren Thoman
In the Cities of Coin and Spice,Catherynne M. Valente
"Battle Angel Alita, Vol. 1",Yukito Kishiro
Rules,Cynthia Lord
Forgotten,Cat Patrick
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester
Escape from Freedom,Erich Fromm
All You Need Is Kill,Hiroshi Sakurazaka
The Calling,James Frey
Een schitterend gebrek,Arthur Japin
Wolf by Wolf,Ryan Graudin
The Dream of a Ridiculous Man,Fyodor Dostoevsky
Love Warrior,Glennon Doyle Melton
Scary Smart: The Future of Artificial Intelligence and How You Can Save Our World,Mo Gawdat
"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",D.C. Talk
Tris's Book,Tamora Pierce
2nd Chance,James Patterson
"Ouran High School Host Club, Vol. 1",Bisco Hatori
Wreck This Journal,Keri Smith
"Romance of the Three Kingdoms, Vol. 1 of 2 (chapter 1-60)",Luo Guanzhong
Animorphs (Animorphs #1-54),K.A. Applegate
Dragons of Winter Night,Margaret Weis
Ghosts,Henrik Ibsen
"Our Dreams at Dusk: Shimanami Tasogare, Vol. 1",Yuhki Kamatani
Daughter of the Siren Queen,Tricia Levenseller
The Missionary,Rowena Kinread
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mò Xiāng Tóng Xiù
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou
Does It Hurt?,H.D. Carlton
So You Want to Be a Wizard,Diane Duane
The Great Brain,John D. Fitzgerald
Protect and Defend,Vince Flynn
Flutter,Amanda Hocking
A Walk Across America,Peter Jenkins
Pulse,Gail McHugh
Memoirs of a Dutiful Daughter,Simone de Beauvoir
Radiance,Grace Draven
The Horror Stories of Robert E. Howard,Robert E. Howard
The Transall Saga,Gary Paulsen
The Vampire Queen's Servant,Joey W. Hill
A Work in Progress,Connor Franta
Raelia,Lynette Noni
A Clockwork Orange,Anthony Burgess
Lonely Castle in the Mirror,Mizuki Tsujimura
Just for You (A Golden Look-Look Book),Mercer Mayer
Starring Sally J. Freedman as Herself,Judy Blume
The Unusual Suspects,Michael Buckley
"Vampire, Interrupted",Lynsay Sands
The Street of Crocodiles,Bruno Schulz
My Best Friend's Girl,Dorothy Koomson
The Nix,Nathan  Hill
Rosto Inacabado (Pequenos segredos alquímicos) (PT) (2013),Lucio Agustine Rosenkreutz Crăciunescu
The House on the Strand,Daphne du Maurier
All The Young Dudes - Volume Three: ‘Til the End,MsKingBean89
If It Bleeds,Stephen King
The House in the Cerulean Sea,T.J. Klune
The Seven Deaths of Evelyn Hardcastle,Stuart Turton
Bluebeard,Kurt Vonnegut Jr.
Everything That Rises Must Converge: Stories,Flannery O'Connor
Outcast,Erin Hunter
The Reality Dysfunction,Peter F. Hamilton
Trials of Death,Darren Shan
Crocodile on the Sandbank,Elizabeth Peters
Two-Way Street,Lauren Barnholdt
The Elephant Whisperer,Lawrence  Anthony
Kiss of the Highlander,Karen Marie Moning
The Wide Game,Michael  West
The Auschwitz Escape,Joel C. Rosenberg
Scorpia,Anthony Horowitz
Fifty-one Shades: A Parody,Andrew Shaffer
Vom Ende der Einsamkeit,Benedict Wells
Wolf Hollow,Lauren Wolk
Little Fires Everywhere,Celeste Ng
The Hating Game,Sally  Thorne
A Million Kisses in Your Lifetime,Monica  Murphy
Remarkably Bright Creatures,Shelby Van Pelt
Ghost World,Daniel Clowes
The Search for WondLa,Tony DiTerlizzi
Under Milk Wood,Dylan Thomas
Revived,Cat Patrick
Dom Wars: Round Six,Lucian Bane
The Elf Queen of Shannara,Terry Brooks
Counting Down with You,Tashie Bhuiyan
Crooked Kingdom,Leigh Bardugo
The Will of the Many,James  Islington
Micah,Laurell K. Hamilton
The Algebraist,Iain M. Banks
The Tragedy of Man,Imre Madách
Why Be Happy When You Could Be Normal?,Jeanette Winterson
What Happened to Lani Garver,Carol Plum-Ucci
Fighting Redemption,Kate  McCarthy
Leo Africanus,Amin Maalouf
"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",J.K. Rowling
Emily Windsnap and the Castle in the Mist,Liz Kessler
10 Blind Dates,Ashley Elston
Nosotros en la Luna,Alice Kellen
Layla,Colleen Hoover
Slewfoot: A Tale of Bewitchery,Brom
Rock Paper Scissors,Alice Feeney
Essays and Lectures,Ralph Waldo Emerson
The Crystal Shard,R.A. Salvatore
Passing,Nella Larsen
Perfect You,Elizabeth Scott
Tiger Eyes,Judy Blume
Behemoth,Scott Westerfeld
The Spook's Mistake,Joseph  Delaney
Jack the Bodiless,Julian  May
Central Park,Guillaume Musso
Crystal Storm,Morgan Rhodes
Calamity,Brandon Sanderson
Elliptical door (A multifaceted overview) (US) (2013),Lucio Agustine Rosenkreutz Crăciunescu
A Dowry of Blood,S.T. Gibson
The Inheritance Games,Jennifer Lynn Barnes
Heartstopper: Volume 1-4,Alice Oseman
Twin Crowns,Catherine Doyle
King of the Murgos,David Eddings
The Hidden,Jessica Verday
Hidden,P.C. Cast
This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl
Mygale,Thierry Jonquet
"Dom Wars: Round 4, 5, 6 (Dom Wars, #4-6)",Lucian Bane
The Marvelous Land of Oz,L. Frank Baum
The Little Paris Bookshop,Nina George
"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom
The Final Empire,Brandon Sanderson
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mò Xiāng Tóng Xiù
Losing My Breath,J. Rose Black
War of the Twins,Margaret Weis
"Bless Me, Ultima",Rudolfo Anaya
Drop Dead Beautiful,Jackie Collins
My Swordhand is Singing,Marcus Sedgwick
Mistress of the Art of Death,Ariana Franklin
Gamer Girl,Mari Mancusi
Smiley's People,John le Carré
Enemy of God,Bernard Cornwell
The Ambassador's Mission,Trudi Canavan
The Doors of Perception,Aldous Huxley
Les Disparus du Clairdelune,Christelle Dabos
Fool's Assassin,Robin Hobb
The Ascension of Mary,William  West
The Friday Night Knitting Club,Kate Jacobs
The Well of Shades,Juliet Marillier
Secrets of a Summer Night,Lisa Kleypas
The Other Wind,Ursula K. Le Guin
The Principia : Mathematical Principles of Natural Philosophy,Isaac Newton
As the Crow Flies,Jeffrey Archer
Alamut,Vladimir Bartol
Dogshit Saved My Life,Karl Wiggins
Blood Work,Michael    Connelly
El día que dejó de nevar en Alaska,Alice Kellen
The Tales of Peter the Pixie Vol 1: New Friends,Gary Edward Gedall
Going Solo,Roald Dahl
The Darkest Passion,Gena Showalter
Savor the Moment,Nora Roberts
Diamond Mask,Julian  May
A Murder of Quality,John le Carré
Fixed on You,Laurelin Paige
Our Lady of the Flowers,Jean Genet
Asylum,Madeleine Roux
Never Seduce a Scot,Maya Banks
Less,Andrew Sean Greer
The Poison Jungle,Tui T. Sutherland
"Goodbye, Columbus",Philip Roth
The Declaration of Independence / The Constitution of the United States,Founding Fathers
Infinity Welcomes Careful Drivers,Grant Naylor
Accordance,Shelly Crane
The Paladin Prophecy,Mark Frost
Out of Breath,Rebecca    Donovan
"The Cruel Prince / The Wicked King / The Queen of Nothing (The Folk of the Air, #1-3)",Holly Black
5 Stars,Louise Blackwick
The Missing Piece,Shel Silverstein
Say You're One of Them,Uwem Akpan
Barchester Towers,Anthony Trollope
The Quiche of Death,M.C. Beaton
Evil Star,Anthony Horowitz
The Bunker Diary,Kevin Brooks
The Watchmaker of Filigree Street,Natasha Pulley
Legend,Marie Lu
A Personal Matter,Kenzaburō Ōe
Nobody's Fool,Richard Russo
"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis
Of Bees and Mist,Erick Setiawan
Stealing Phoenix,Joss Stirling
Binge,Tyler Oakley
With the Fire on High,Elizabeth Acevedo
Reckless,Elsie Silver
The Legend of Luke,Brian Jacques
Fear Nothing,Dean Koontz
The Darkest Evening of the Year,Dean Koontz
Castle in the Air,Diana Wynne Jones
The Marriage Trap,Jennifer Probst
Dangerous Visions,Harlan Ellison
Nothing to Lose,Lee Child
The Rat Prince,Bridget Hodder
It's in His Kiss,Julia Quinn
Equador,Miguel Sousa Tavares
A Love Story How God Pursued Me and Found Me: An Impossibly True Story,Samantha Ryan Chandler
The Body Reader,Anne Frasier
Clap When You Land,Elizabeth Acevedo
The Time of Contempt,Andrzej Sapkowski
The Book of Cold Cases,Simone St. James
The Sacrifice,Shantel Tessier
"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.
The Boy Next Door,Meg Cabot
Among the Betrayed,Margaret Peterson Haddix
Mother Courage and Her Children,Bertolt Brecht
The Skystone,Jack Whyte
Confessions of a Murder Suspect,James Patterson
The Smoke Jumper,Nicholas Evans
The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Nietzsche
Unseen,Karin Slaughter
Murder on the Naval Base,Behcet Kaya
What You Are Looking For Is in the Library,Michiko Aoyama
The Double,José Saramago
A Single Shard,Linda Sue Park
The Days Are Just Packed,Bill Watterson
رباعيات صلاح جاهين,صلاح جاهين
Rock Hard,Olivia Cunning
Homeless Bird,Gloria Whelan
Stalking Darkness,Lynn Flewelling
Trial by Fire,Jennifer Lynn Barnes
Bones of the Hills,Conn Iggulden
All Your Twisted Secrets,Diana Urban
The Betrothed,Alessandro Manzoni
Eugénie Grandet,Honoré de Balzac
Bambi,Felix Salten
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson
The Forever Song,Julie Kagawa
The Broken Window,Jeffery Deaver
"The Starbirth Assignment: Shifter (Starbirth, #1 part 1)",J.M. Johnson
The Dark Secret,Tui T. Sutherland
"Get a Life, Chloe Brown",Talia Hibbert
Lightlark,Alex Aster
The Ritual,Shantel Tessier
Mensagem - Poemas Esotéricos,Fernando Pessoa
Reckoning,Lili St. Crow
The Moral Landscape: How Science Can Determine Human Values,Sam Harris
Cuore,Edmondo de Amicis
Checkmate,R.L. Mathewson
On the Shortness of Life: Life Is Long if You Know How to Use It,Seneca
A Grief Observed,C.S. Lewis
Throne of Glass,Sarah J. Maas
Slammerkin,Emma Donoghue
The Elephant Vanishes,Haruki Murakami
Open House,Elizabeth Berg
The Future of an Illusion,Sigmund Freud
Hope for the Flowers,Trina Paulus
The Awakening,L.J. Smith
Peter and the Shadow Thieves,Dave Barry
"Debt: The First 5,000 Years",David Graeber
S@motność w Sieci,Janusz Leon Wiśniewski
Cirkeln,Mats Strandberg
Le Voleur d'ombres,Marc Levy
The General in His Labyrinth,Gabriel García Márquez
Looking for Alaska,John Green
Good Grief,Lolly Winston
A Kiss Before Dying,Ira Levin
Either/Or: A Fragment of Life,Søren Kierkegaard
Cry to Heaven,Anne Rice
The Reivers,William Faulkner
Sunset,Erin Hunter
واحة الغروب,بهاء طاهر
Too Close to Home,Linwood Barclay
Skellig,David Almond
Zombie,Joyce Carol Oates
The Four Loves,C.S. Lewis
The Murders in the Rue Morgue,Edgar Allan Poe
Amadeus,Peter Shaffer
Une vie,Guy de Maupassant
Stung,Bethany Wiggins
Switch: How to Change Things When Change Is Hard,Chip Heath
Sculpting in Time,Andrei Tarkovsky
The Rescue,Steven Konkoly
Grunt: The Curious Science of Humans at War,Mary Roach
"The Pragmatist's Guide to Relationships: Ruthlessly Optimized Strategies for Dating, Sex, and Marriage",Malcolm  Collins
Blood Noir,Laurell K. Hamilton
A Small Death in Lisbon,Robert Wilson
This Isn't What It Looks Like,Pseudonymous Bosch
Habibi,Craig Thompson
Dark Slayer,Christine Feehan
A Different Blue,Amy Harmon
All the Truth That's in Me,Julie Berry
Chaos Walking: A Trilogy (Chaos Walking #1-3),Patrick Ness
Revelations,Lucian Bane
Hometown Girl Again,Kirsten Fullmer
Cult of the Clan,Frank  Lambert
The Stars Shine Down,Sidney Sheldon
The Drowned and the Saved,Primo Levi
Green Mansions,William Henry Hudson
Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves,Farley Mowat
The Gruffalo,Julia Donaldson
The Word for World Is Forest,Ursula K. Le Guin
Zodiac,Romina Russell
Q,Luther Blissett
The Last Mile,David Baldacci
The Gone World,Tom Sweterlitsch
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz
El llano en llamas,Juan Rulfo
All the President’s Men,Carl Bernstein
A Perfect Spy,John le Carré
Tempting the Beast,Lora Leigh
A Handful of Dust,Evelyn Waugh
An Object of Beauty,Steve Martin
Honor,Elif Shafak
The Last House on Needless Street,Catriona Ward
Cryer's Cross,Lisa McMann
Evil Under the Sun,Agatha Christie
The Shadows,J.R. Ward
Moonblood,Anne Elisabeth Stengl
Open,Andre Agassi
All Dreamers Go to America,Ana Ingham
La casa sul mare celeste,T.J. Klune
Think Like a Freak,Steven D. Levitt
Life Between Seconds,Douglas Weissman
Inca Gold,Clive Cussler
"One, No One and One Hundred Thousand",Luigi Pirandello
The Gift,James Patterson
"The Complete Hush, Hush Saga: Hush, Hush / Crescendo / Silence / Finale (Hush, Hush #1-4)",Becca Fitzpatrick
Blood for Blood,Victoria Selman
How to Make Friends with the Dark,Kathleen Glasgow
In Five Years,Rebecca Serle
A Touch of Savagery,Julie Mannino
Constant Companion: Your Practical Path to Real Interaction with God,Ami Loper
Small Sacrifices,Ann Rule
Sapphique,Catherine Fisher
Buried Child,Sam Shepard
Goldfinger,Ian Fleming
Kiss the Sky,Krista Ritchie
The Immortalists,Chloe Benjamin
Girl Wash your Face,Rachel Hollis
"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Nine Political Wives",Anne  Michaud
The Black Witch,Laurie Forest
Tiamat's Wrath,James S.A. Corey
Diamonds Are Forever,Ian Fleming
Aru Shah and the End of Time,Roshani Chokshi
Conquer Your Deliverance: How to Live a Life of Total Freedom,John Ramirez
As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes
What's Eating Gilbert Grape,Peter Hedges
Paint it Black,Janet Fitch
Dance of the Gods,Nora Roberts
Thirteen Moons,Charles Frazier
Mirror Image,Sandra       Brown
Nightwood,Djuna Barnes
Economics in One Lesson,Henry Hazlitt
John Lennon: The Life,Philip Norman
Fantasy in Death,J.D. Robb
Under a Painted Sky,Stacey  Lee
The Shadow of What Was Lost,James  Islington
Jumper,Steven Gould
Sins of the Night,Sherrilyn Kenyon
White: The Great Pursuit,Ted Dekker
Robopocalypse,Daniel H. Wilson
Gates of Paradise,Melissa de la Cruz
Vision in Silver,Anne Bishop
Brain on Fire: My Month of Madness,Susannah Cahalan
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob Goff
The Trapped Girl,Robert Dugoni
Deerskin,Robin McKinley
The Masterharper of Pern,Anne McCaffrey
"Kiss Me, Judas",Will Christopher Baer
Autumn in Peking,Boris Vian
Sweet Thing,Renee Carlino
The Last Valentine,Felix Alexander
Everything and a Happy Ending,Tia Shurina
Later,Stephen King
Dante's End,Ariana Nash
The Ashes & the Star-Cursed King,Carissa Broadbent
The Singing,Alison Croggon
Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari
Closer,Dennis Cooper
The Last Hope,Erin Hunter
The Many-Coloured Land,Julian  May
Twelfth Grade Kills,Heather Brewer
Prodigal Son,Dean Koontz
The History Boys,Alan Bennett
"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Bethany Hamilton
Golden Trail,Kristen Ashley
The Passenger,Lisa Lutz
The Girl Who Takes an Eye for an Eye,David Lagercrantz
A Darkness More Than Night,Michael    Connelly
The Song of Achilles,Madeline Miller
